Health Status,Name,IP,OS,Protection,Last user,Last active,Group,Tamper protection
Healthy,GJLT-0720,10.35.4.105;10.35.5.185;,Windows 10 Enterprise,Intercept X Advanced,e104136,"Jun 27, 2023 9:13 AM",,On
Healthy,GJLT-0958,192.168.0.227;2001:8003:e52f:6a00:3cdc:e72e:a159:6d8a,Windows 10 Enterprise,Intercept X Advanced,e009573,"Jun 27, 2023 9:13 AM",,On
Healthy,GJLT-1031,10.39.4.179;,Windows 10 Enterprise,Intercept X Advanced,e102505,"Jun 27, 2023 9:13 AM",,On
Healthy,GJLT-1516,10.20.4.118;,Windows 10 Enterprise,Intercept X Advanced,e100815,"Jun 27, 2023 9:13 AM",,On
Healthy,GJLT-1629,10.56.4.184;10.56.5.174;192.168.117.1;192.168.182.1;,Windows 10 Enterprise,Intercept X Advanced,e021380,"Jun 27, 2023 9:13 AM",,On
Healthy,GJLT-1689,10.54.4.155;10.54.5.110;,Windows 10 Enterprise,Intercept X Advanced,e005616,"Jun 27, 2023 9:13 AM",,On
Healthy,GJWS-0414,10.27.4.112;,Windows 10 Enterprise,Intercept X Advanced,e020512,"Jun 27, 2023 9:13 AM",,On
Healthy,GJWS-1082,10.55.4.168;,Windows 10 Enterprise,Intercept X Advanced,e103212,"Jun 27, 2023 9:13 AM",,On
Healthy,GJWS-1086,10.46.4.104;,Windows 10 Enterprise,Intercept X Advanced,e022230,"Jun 27, 2023 9:13 AM",,On
Questionable,GJWS-1569,10.33.37.20;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 9:13 AM",,On
Healthy,p617gja252,10.54.4.63;192.168.153.1;192.168.73.1;172.23.128.1;,Windows 10 Enterprise,Intercept X Advanced,joel91,"Jun 27, 2023 9:13 AM",,On
Healthy,p617gjec,192.168.7.175;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,gjamespc,"Jun 27, 2023 9:13 AM",,On
Healthy,GJDC01EWS-BPari,10.11.29.185;,Windows 10 Enterprise,Intercept X Advanced,e104362,"Jun 27, 2023 9:12 AM",,On
Healthy,GJLT-0326,192.168.1.60;10.243.8.232;2001:8004:2778:109:ebdc:7238:494a:855e;2001:8004:2778:109:c593:551a:5e30:373a,Windows 10 Enterprise,Intercept X Advanced,e100495,"Jun 27, 2023 9:12 AM",,On
Healthy,GJLT-0806,10.69.4.102;,Windows 10 Enterprise,Intercept X Advanced,e000876,"Jun 27, 2023 9:12 AM",,On
Healthy,GJLT-1416,10.55.4.67;10.55.5.120;,Windows 10 Enterprise,Intercept X Advanced,e022282,"Jun 27, 2023 9:12 AM",,On
Healthy,GJWS-0388,10.54.4.237;,Windows 10 Enterprise,Intercept X Advanced,e104366,"Jun 27, 2023 9:12 AM",,On
Healthy,GJWS-0554,10.55.4.65;,Windows 10 Enterprise,Intercept X Advanced,e104013,"Jun 27, 2023 9:12 AM",,On
Healthy,GJWS-0568,10.55.4.75;,Windows 10 Enterprise,Intercept X Advanced,e023162,"Jun 27, 2023 9:12 AM",,On
Healthy,GJWS-0706,10.59.4.181;,Windows 10 Enterprise,Intercept X Advanced,e007646,"Jun 27, 2023 9:12 AM",,On
Healthy,GJWS-0792,10.56.4.107;,Windows 10 Enterprise,Intercept X Advanced,e019995,"Jun 27, 2023 9:12 AM",,On
Healthy,GJWS-0819,10.30.4.108;,Windows 10 Enterprise,Intercept X Advanced,e104148,"Jun 27, 2023 9:12 AM",,On
Healthy,GJWS-0950,10.33.4.109;,Windows 10 Enterprise,Intercept X Advanced,e004794,"Jun 27, 2023 9:12 AM",,On
Healthy,GJWS-1181,10.35.4.176;,Windows 10 Enterprise,Intercept X Advanced,e103326,"Jun 27, 2023 9:12 AM",,On
Healthy,GJDC01EWS-SamM,10.11.29.106;,Windows 10 Enterprise,Intercept X Advanced,e103914,"Jun 27, 2023 9:11 AM",,On
Healthy,GJPC-0345,10.54.5.119;10.48.24.112;,Windows 10 Enterprise,Intercept X Advanced,davids91,"Jun 27, 2023 9:11 AM",,On
Healthy,GJWS-0527,10.64.4.118;,Windows 10 Enterprise,Intercept X Advanced,e002706,"Jun 27, 2023 9:11 AM",,On
Healthy,GJWS-0534,10.65.4.179;,Windows 10 Enterprise,Intercept X Advanced,e021763,"Jun 27, 2023 9:11 AM",,On
Healthy,GJWS-0900,10.42.4.109;,Windows 10 Enterprise,Intercept X Advanced,e104375,"Jun 27, 2023 9:11 AM",,On
Healthy,GJDC01EWS1S,192.168.7.98;,Windows 10 Enterprise,Intercept X Advanced,svc_presezzi,"Jun 27, 2023 9:10 AM",,On
Healthy,GJLT-0548,10.54.4.131;,Windows 10 Enterprise,Intercept X Advanced,c900237,"Jun 27, 2023 9:10 AM",,On
Healthy,GJLT-0813,10.46.4.180;,Windows 10 Enterprise,Intercept X Advanced,e021076,"Jun 27, 2023 9:10 AM",,On
Healthy,GJLT-1599,10.55.4.202;,Windows 10 Enterprise,Intercept X Advanced,e007844,"Jun 27, 2023 9:10 AM",,On
Questionable,GJWS-0599,10.33.5.97;192.168.56.1;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 9:10 AM",,On
Questionable,GJWS-0886,10.33.37.14;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 9:10 AM",,On
Healthy,GJWS-0935,10.34.4.188;,Windows 10 Enterprise,Intercept X Advanced,e103591,"Jun 27, 2023 9:10 AM",,On
Healthy,GJLT-1687,10.29.4.103;,Windows 10 Enterprise,Intercept X Advanced,e007951,"Jun 27, 2023 9:09 AM",,On
Healthy,GJWS-1058,10.39.4.102;,Windows 10 Enterprise,Intercept X Advanced,e103998,"Jun 27, 2023 9:09 AM",,On
Healthy,GJDC01EWS-Wayne,10.11.29.105;,Windows 10 Enterprise,Intercept X Advanced,e008357,"Jun 27, 2023 9:08 AM",,On
Healthy,GJPC-0075,10.55.4.188;10.55.5.119;,Windows 10 Enterprise,Intercept X Advanced,e023760,"Jun 27, 2023 9:08 AM",,On
Healthy,GJPC-0372,192.168.0.179;10.20.34.50;10.243.10.17;2001:8003:e54b:3801:699a:f24e:c135:de72;2001:8003:e54b:3801:c774:b69f:6eb1:9c56,Windows 10 Enterprise,Intercept X Advanced,e103315,"Jun 27, 2023 9:08 AM",,On
Healthy,GJPC-0410,10.31.4.100;,Windows 10 Enterprise,Intercept X Advanced,e021295,"Jun 27, 2023 9:08 AM",,On
Healthy,GJPC-0486,10.54.2.176;,Windows 10 Enterprise,Intercept X Advanced,dem_op,"Jun 27, 2023 9:08 AM",,On
Healthy,GJWS-0895,10.42.4.180;,Windows 10 Enterprise,Intercept X Advanced,e024012,"Jun 27, 2023 9:08 AM",,On
Healthy,GJWS-0951,10.33.4.121;,Windows 10 Enterprise,Intercept X Advanced,e007222,"Jun 27, 2023 9:08 AM",,On
Healthy,GJDC01VPC007,192.168.39.118;,Windows 10 Enterprise,Intercept X Advanced,rimini,"Jun 27, 2023 9:07 AM",,On
Healthy,GJLT-1151,192.168.1.123;10.243.8.93;,Windows 10 Enterprise,Intercept X Advanced,e000007,"Jun 27, 2023 9:07 AM",,On
Healthy,GJLT-1639,10.56.4.183;10.56.5.102;192.168.130.1;192.168.32.1;,Windows 10 Enterprise,Intercept X Advanced,e009753,"Jun 27, 2023 9:07 AM",,On
Questionable,GJWS-0952,10.33.4.114;,Windows 10 Enterprise,Intercept X Advanced,e103145,"Jun 27, 2023 9:07 AM",,On
Healthy,GJWS-1173,10.27.4.186;,Windows 10 Enterprise,Intercept X Advanced,e100232,"Jun 27, 2023 9:07 AM",,On
Healthy,GJWS-1576,172.18.248.131;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 9:07 AM",,On
Healthy,GJLT-0382,192.168.0.25;10.243.8.242;,Windows 10 Enterprise,Intercept X Advanced,e023188,"Jun 27, 2023 9:06 AM",,On
Healthy,GJLT-1074,10.27.4.185;,Windows 10 Enterprise,Intercept X Advanced,e008946,"Jun 27, 2023 9:06 AM",,On
Healthy,GJPC-0096,10.55.4.66;10.55.5.103;,Windows 10 Enterprise,Intercept X Advanced,e005502,"Jun 27, 2023 9:06 AM",,On
Healthy,GJPC-0488,10.54.4.102;,Windows 10 Pro,Intercept X Advanced,defaultuser0,"Jun 27, 2023 9:06 AM",,On
Healthy,GJWS-0339,10.55.4.64;,Windows 10 Enterprise,Intercept X Advanced,e100904,"Jun 27, 2023 9:06 AM",,On
Healthy,GJWS-0355,10.55.4.196;,Windows 10 Enterprise,Intercept X Advanced,e104096,"Jun 27, 2023 9:06 AM",,On
Healthy,GJWS-0861,10.29.4.201;,Windows 10 Enterprise,Intercept X Advanced,e023943,"Jun 27, 2023 9:06 AM",,On
Healthy,GJEF15PCV002,10.11.29.192;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,Operator,"Jun 27, 2023 9:05 AM",,On
Healthy,GJLT-0532,10.56.5.180;,Windows 10 Enterprise,Intercept X Advanced,e023609,"Jun 27, 2023 9:05 AM",,On
Healthy,GJLT-1158,10.35.5.107;,Windows 10 Enterprise,Intercept X Advanced,e103686,"Jun 27, 2023 9:05 AM",,On
Healthy,GJPC-0165,10.18.5.101;,Windows 10 Enterprise,Intercept X Advanced,e104156,"Jun 27, 2023 9:05 AM",,On
Healthy,GJWS-0860,10.29.4.102;,Windows 10 Enterprise,Intercept X Advanced,e103477,"Jun 27, 2023 9:05 AM",,On
Healthy,GJWS-0899,10.42.4.102;,Windows 10 Enterprise,Intercept X Advanced,e103070,"Jun 27, 2023 9:05 AM",,On
Healthy,GJLT-0361,10.54.4.241;,Windows 10 Enterprise,Intercept X Advanced,e104285,"Jun 27, 2023 9:04 AM",,On
Healthy,GJLT-0405,10.42.4.107;,Windows 10 Enterprise,Intercept X Advanced,e009854,"Jun 27, 2023 9:04 AM",,On
Healthy,GJLT-0466,10.64.4.129;,Windows 10 Enterprise,Intercept X Advanced,e009735,"Jun 27, 2023 9:04 AM",,On
Healthy,GJLT-0995,10.55.4.179;,Windows 10 Enterprise,Intercept X Advanced,e005815,"Jun 27, 2023 9:04 AM",,On
Healthy,GJPC-0122,192.168.0.28;10.243.10.85;2001:8003:e82e:f001:7a9f:cb4b:e322:f3ef;2001:8003:e82e:f001:20a1:41f3:b6c7:4dde;2001:8003:e82e:f001:39be:294f:f042:c797;2001:8003:e82e:f001:4505:add6:bf6:cbf4;2001:8003:e82e:f001:d9bb:e42c:fb94:2b4c;2001:8003:e82e:f001:e07f:79f3:517c:608a;2001:8003:e82e:f001:ed4f:6745:a6db:e96c,Windows 10 Enterprise,Intercept X Advanced,e016419,"Jun 27, 2023 9:04 AM",,On
Healthy,GJPC-0480,192.168.0.102;10.102.71.239;10.243.10.11;2001:8003:d149:4401:8ae:d2bf:eaf8:8cfe;2001:8003:d149:4401:30d2:12db:21b:bff8,Windows 10 Enterprise,Intercept X Advanced,e100976,"Jun 27, 2023 9:04 AM",,On
Healthy,GJWS-0305,10.29.4.118;,Windows 10 Enterprise,Intercept X Advanced,e006129,"Jun 27, 2023 9:04 AM",,On
Healthy,GJWS-0557,10.51.4.173;,Windows 10 Enterprise,Intercept X Advanced,e103104,"Jun 27, 2023 9:04 AM",,On
Healthy,GJDC01EWS-RobB,10.11.29.108;,Windows 10 Enterprise,Intercept X Advanced,e009789,"Jun 27, 2023 9:03 AM",,On
Healthy,GJLT-0374,10.54.4.113;,Windows 10 Enterprise,Intercept X Advanced,e103793,"Jun 27, 2023 9:03 AM",,On
Healthy,GJLT-0455,10.55.4.157;,Windows 10 Enterprise,Intercept X Advanced,e102955,"Jun 27, 2023 9:03 AM",,On
Healthy,GJLT-0701,10.27.5.105;,Windows 10 Enterprise,Intercept X Advanced,e022123,"Jun 27, 2023 9:03 AM",,On
Healthy,GJLT-1054,10.16.4.101;,Windows 10 Enterprise,Intercept X Advanced,e103740,"Jun 27, 2023 9:03 AM",,On
Healthy,GJPC-0143,10.55.5.108;,Windows 10 Enterprise,Intercept X Advanced,e102680,"Jun 27, 2023 9:03 AM",,On
Healthy,GJPC-0467,10.35.4.183;10.35.5.178;,Windows 10 Enterprise,Intercept X Advanced,e023950,"Jun 27, 2023 9:03 AM",,On
Healthy,GJWS-0447,10.56.4.114;,Windows 10 Enterprise,Intercept X Advanced,e007277,"Jun 27, 2023 9:03 AM",,On
Healthy,GJWS-0526,10.55.5.130;,Windows 10 Enterprise,Intercept X Advanced,e102624,"Jun 27, 2023 9:03 AM",,On
Healthy,GJWS-0601,10.55.4.145;,Windows 10 Enterprise,Intercept X Advanced,e102306,"Jun 27, 2023 9:03 AM",,On
Healthy,GJWS-0880,10.29.4.185;,Windows 10 Enterprise,Intercept X Advanced,e006407,"Jun 27, 2023 9:03 AM",,On
Healthy,GJWS-1506,172.24.66.180;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 9:03 AM",,On
Healthy,GJDC01VPC008,192.168.39.192;,Windows 10 Enterprise,Intercept X Advanced,ad-e101622,"Jun 27, 2023 9:02 AM",,On
Healthy,GJLT-1150,10.20.4.119;192.168.0.37;10.243.8.227;2001:8004:4e30:205:ddd1:87ba:1d6d:7d1a;2001:8004:4e30:205:9097:4b93:52d2:9e4e,Windows 10 Enterprise,Intercept X Advanced,e101197,"Jun 27, 2023 9:02 AM",,On
Healthy,GJLT-1665,192.168.0.142;10.243.8.105;2001:8004:1de2:591e:f3fe:6194:542f:7f46;2001:8004:1de2:591e:80d8:6df3:7ab6:65ae,Windows 11 Pro,Intercept X Advanced,e102561,"Jun 27, 2023 9:02 AM",,On
Healthy,GJPC-0072,10.54.4.152;10.54.5.201;,Windows 10 Enterprise,Intercept X Advanced,e000758,"Jun 27, 2023 9:02 AM",,On
Healthy,GJPC-0173,10.20.5.101;,Windows 10 Enterprise,Intercept X Advanced,e018430,"Jun 27, 2023 9:02 AM",,On
Healthy,GJWS-0431,10.56.4.118;,Windows 10 Enterprise,Intercept X Advanced,e104282,"Jun 27, 2023 9:02 AM",,On
Healthy,GJWS-0523,10.55.5.136;,Windows 10 Enterprise,Intercept X Advanced,e023617,"Jun 27, 2023 9:02 AM",,On
Healthy,GJWS-0735,10.65.4.182;,Windows 10 Enterprise,Intercept X Advanced,e103281,"Jun 27, 2023 9:02 AM",,On
Healthy,GJWS-0856,10.29.4.176;,Windows 10 Enterprise,Intercept X Advanced,e022550,"Jun 27, 2023 9:02 AM",,On
Healthy,GJWS-1095,10.64.4.107;,Windows 10 Enterprise,Intercept X Advanced,e001542,"Jun 27, 2023 9:02 AM",,On
Healthy,GJWS-1574,172.18.248.109;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 9:02 AM",,On
Healthy,GJDC01EWS1D,192.168.7.97;,Windows 10 Enterprise,Intercept X Advanced,svc_presezzi,"Jun 27, 2023 9:01 AM",,On
Healthy,GJLT-0521,10.54.2.102;,Windows 10 Enterprise,Intercept X Advanced,e020091,"Jun 27, 2023 9:01 AM",,On
Healthy,GJPC-0454,10.54.4.188;10.54.5.118;,Windows 11 Enterprise,Intercept X Advanced,e103719,"Jun 27, 2023 9:01 AM",,On
Healthy,GJWS-0750,10.64.4.101;,Windows 10 Enterprise,Intercept X Advanced,e103469,"Jun 27, 2023 9:01 AM",,On
Healthy,GJWS-0845,10.27.4.191;,Windows 10 Enterprise,Intercept X Advanced,e001620,"Jun 27, 2023 9:01 AM",,On
Healthy,GJWS-1000,10.41.4.101;,Windows 10 Enterprise,Intercept X Advanced,e017531,"Jun 27, 2023 9:01 AM",,On
Healthy,GJWS-1043,10.61.4.181;,Windows 10 Enterprise,Intercept X Advanced,e020127,"Jun 27, 2023 9:01 AM",,On
Healthy,GJWS-1502,172.24.66.184;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 9:01 AM",,On
Healthy,GJWS-1630,10.60.5.172;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 9:01 AM",,On
Healthy,GJLT-0876,10.29.4.105;,Windows 10 Enterprise,Intercept X Advanced,e017478,"Jun 27, 2023 9:00 AM",,On
Healthy,GJLT-0941,10.34.4.103;,Windows 10 Enterprise,Intercept X Advanced,e104305,"Jun 27, 2023 9:00 AM",,On
Healthy,GJLT-1441,10.58.12.174;10.58.5.104;,Windows 10 Enterprise,Intercept X Advanced,e103844,"Jun 27, 2023 9:00 AM",,On
Healthy,GJLT-1587,10.58.4.110;,Windows 11 Enterprise,Intercept X Advanced,e101096,"Jun 27, 2023 9:00 AM",,On
Healthy,GJLT-1690,10.34.4.183;10.34.5.178;,Windows 10 Enterprise,Intercept X Advanced,e103823,"Jun 27, 2023 9:00 AM",,On
Healthy,GJPC-0187,10.64.5.192;,Windows 10 Enterprise,Intercept X Advanced,e103442,"Jun 27, 2023 9:00 AM",,On
Healthy,GJPC-0362,10.58.5.170;,Windows 10 Enterprise,Intercept X Advanced,e008526,"Jun 27, 2023 9:00 AM",,On
Healthy,GJPC-0450,10.18.4.100;10.18.5.106;,Windows 10 Enterprise,Intercept X Advanced,e102946,"Jun 27, 2023 9:00 AM",,On
Healthy,GJWS-0547,10.65.4.107;,Windows 10 Enterprise,Intercept X Advanced,e020225,"Jun 27, 2023 9:00 AM",,On
Healthy,GJWS-0752,10.69.4.154;,Windows 10 Enterprise,Intercept X Advanced,e022034,"Jun 27, 2023 9:00 AM",,On
Healthy,GJWS-0815,10.30.4.101;,Windows 10 Enterprise,Intercept X Advanced,e020666,"Jun 27, 2023 9:00 AM",,On
Healthy,GJWS-0947,10.33.4.117;,Windows 10 Enterprise,Intercept X Advanced,e102375,"Jun 27, 2023 9:00 AM",,On
Healthy,GJWS-0967,10.31.4.103;,Windows 10 Enterprise,Intercept X Advanced,e009348,"Jun 27, 2023 9:00 AM",,On
Healthy,GJWS-1588,10.63.5.153;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 9:00 AM",,On
Healthy,GJLT-0520,10.64.5.103;,Windows 10 Enterprise,Intercept X Advanced,e020340,"Jun 27, 2023 8:59 AM",,On
Healthy,GJLT-0871,10.29.4.101;10.29.5.103;,Windows 10 Enterprise,Intercept X Advanced,e104237,"Jun 27, 2023 8:59 AM",,On
Healthy,GJPC-0126,10.55.4.165;,Windows 10 Enterprise,Intercept X Advanced,e022282,"Jun 27, 2023 8:59 AM",,On
Healthy,GJPC-0293,10.33.5.104;,Windows 10 Enterprise,Intercept X Advanced,e103240,"Jun 27, 2023 8:59 AM",,On
Healthy,GJWS-0372,10.35.4.104;,Windows 10 Enterprise,Intercept X Advanced,e103912,"Jun 27, 2023 8:59 AM",,On
Healthy,GJWS-0397,10.54.4.165;,Windows 10 Enterprise,Intercept X Advanced,e019134,"Jun 27, 2023 8:59 AM",,On
Healthy,GJWS-0450,10.55.4.187;,Windows 10 Enterprise,Intercept X Advanced,e016929,"Jun 27, 2023 8:59 AM",,On
Healthy,GJWS-0480,10.55.4.185;,Windows 10 Enterprise,Intercept X Advanced,e019039,"Jun 27, 2023 8:59 AM",,On
Healthy,GJWS-0818,10.30.4.177;,Windows 10 Enterprise,Intercept X Advanced,e000281,"Jun 27, 2023 8:59 AM",,On
Healthy,GJWS-0904,10.42.4.106;,Windows 10 Enterprise,Intercept X Advanced,e007502,"Jun 27, 2023 8:59 AM",,On
Healthy,GJWS-4018,10.55.4.127;,Windows 10 Enterprise,Intercept X Advanced,e022955,"Jun 27, 2023 8:59 AM",,On
Healthy,GJDC00PV002,192.168.7.13;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,svc_presezzi,"Jun 27, 2023 8:58 AM",,On
Healthy,GJLT-0993,10.36.4.112;,Windows 10 Enterprise,Intercept X Advanced,e005238,"Jun 27, 2023 8:58 AM",,On
Healthy,GJLT-1154,172.23.248.104;,Windows 10 Enterprise,Intercept X Advanced,e020032,"Jun 27, 2023 8:58 AM",,On
Healthy,GJPC-0428,10.54.5.107;,Windows 10 Enterprise,Intercept X Advanced,e021457,"Jun 27, 2023 8:58 AM",,On
Healthy,GJWS-0589,10.33.4.105;,Windows 10 Enterprise,Intercept X Advanced,e006335,"Jun 27, 2023 8:58 AM",,On
Healthy,GJWS-0618,10.46.4.102;,Windows 10 Enterprise,Intercept X Advanced,e000436,"Jun 27, 2023 8:58 AM",,On
Healthy,GJWS-0707,10.61.4.174;,Windows 10 Enterprise,Intercept X Advanced,e018516,"Jun 27, 2023 8:58 AM",,On
Healthy,GJWS-1080,10.55.4.190;,Windows 10 Enterprise,Intercept X Advanced,e103710,"Jun 27, 2023 8:58 AM",,On
Healthy,GJWS-1134,10.24.6.176;,Windows 10 Enterprise,Intercept X Advanced,e022818,"Jun 27, 2023 8:58 AM",,On
Healthy,GJWS-1546,10.56.4.186;,Windows 10 Enterprise,Intercept X Advanced,e103216,"Jun 27, 2023 8:58 AM",,On
Questionable,GJWS-4024,172.24.66.197;10.64.5.114;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:58 AM",,On
Healthy,GJLT-1520,10.35.5.179;,Windows 10 Enterprise,Intercept X Advanced,e103571,"Jun 27, 2023 8:57 AM",,On
Healthy,GJLT-1616,10.20.4.103;10.20.5.107;,Windows 10 Enterprise,Intercept X Advanced,e016425,"Jun 27, 2023 8:57 AM",,On
Healthy,GJWS-0634,10.33.37.51;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:57 AM",,On
Healthy,GJWS-0708,10.61.4.177;,Windows 10 Enterprise,Intercept X Advanced,e103139,"Jun 27, 2023 8:57 AM",,On
Questionable,GJWS-1177,10.33.37.11;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 27, 2023 8:57 AM",,On
Healthy,GJWS-1593,10.51.5.177;,Windows 10 Enterprise,Intercept X Advanced,e017119,"Jun 27, 2023 8:57 AM",,On
Healthy,GJWS-1640,10.55.5.191;,Windows 10 Enterprise,Intercept X Advanced,e022679,"Jun 27, 2023 8:57 AM",,On
Healthy,GJLT-1189,10.19.4.181;,Windows 10 Enterprise,Intercept X Advanced,e101397,"Jun 27, 2023 8:56 AM",,On
Healthy,GJPC-0151,192.168.0.37;10.243.10.106;,Windows 10 Enterprise,Intercept X Advanced,e021820,"Jun 27, 2023 8:56 AM",,On
Healthy,GJPC-0210,10.55.4.58;10.55.5.121;,Windows 10 Enterprise,Intercept X Advanced,e103006,"Jun 27, 2023 8:56 AM",,On
Healthy,GJPC-0414,192.168.1.167;10.243.10.244;,Windows 10 Enterprise,Intercept X Advanced,e103583,"Jun 27, 2023 8:56 AM",,On
