Health Status,Name,IP,OS,Protection,Last user,Last active,Group,Tamper protection
Healthy,GJWS-0544,10.65.4.184;,Windows 10 Enterprise,Intercept X Advanced,e103789,"Jun 23, 2023 2:35 PM",,On
Healthy,GJWS-0730,10.31.4.123;,Windows 10 Enterprise,Intercept X Advanced,e019557,"Jun 23, 2023 2:35 PM",,On
Healthy,GJWS-0858,10.29.4.114;,Windows 10 Enterprise,Intercept X Advanced,e104157,"Jun 23, 2023 2:35 PM",,On
Healthy,GJWS-1591,10.27.5.175;,Windows 10 Enterprise,Intercept X Advanced,e008457,"Jun 23, 2023 2:35 PM",,On
Healthy,GJLT-0405,10.42.4.107;,Windows 10 Enterprise,Intercept X Advanced,e009854,"Jun 23, 2023 2:34 PM",,On
Healthy,GJLT-0417,10.54.4.206;,Windows 10 Enterprise,Intercept X Advanced,e101987,"Jun 23, 2023 2:34 PM",,On
Healthy,GJLT-0958,192.168.0.227;2001:8003:e52f:6a00:3cdc:e72e:a159:6d8a,Windows 10 Enterprise,Intercept X Advanced,e009573,"Jun 23, 2023 2:34 PM",,On
Healthy,GJLT-1022,10.43.4.103;10.43.5.177;,Windows 10 Enterprise,Intercept X Advanced,e102979,"Jun 23, 2023 2:34 PM",,On
Healthy,GJLT-1197,10.36.4.179;10.36.5.101;,Windows 10 Enterprise,Intercept X Advanced,e103861,"Jun 23, 2023 2:34 PM",,On
Healthy,GJPC-0126,10.55.4.165;,Windows 10 Enterprise,Intercept X Advanced,e022282,"Jun 23, 2023 2:34 PM",,On
Healthy,GJWS-0368,10.54.4.186;,Windows 10 Enterprise,Intercept X Advanced,e000830,"Jun 23, 2023 2:34 PM",,On
Healthy,GJWS-1013,10.43.4.195;,Windows 10 Enterprise,Intercept X Advanced,e102667,"Jun 23, 2023 2:34 PM",,On
Healthy,GJWS-1635,10.61.5.106;192.168.0.1;,Windows 10 Enterprise,Intercept X Advanced,e022452,"Jun 23, 2023 2:34 PM",,On
Healthy,p617gjec,192.168.7.175;,Windows 7 Enterprise Service Pack 1,Intercept X Advanced,gjamespc,"Jun 23, 2023 2:34 PM",,On
Healthy,GJTA-GJLT-4064,10.55.4.160;10.55.5.196;,Windows 10 Enterprise,Intercept X Advanced,e022524,"Jun 23, 2023 2:33 PM",,On
Healthy,GJWS-0589,10.33.4.105;,Windows 10 Enterprise,Intercept X Advanced,e006335,"Jun 23, 2023 2:33 PM",,On
Healthy,GJWS-0832,10.27.4.101;,Windows 10 Enterprise,Intercept X Advanced,e018910,"Jun 23, 2023 2:33 PM",,On
Healthy,GJWS-0844,10.16.4.180;,Windows 10 Enterprise,Intercept X Advanced,e104208,"Jun 23, 2023 2:33 PM",,On
Healthy,GJWS-0937,10.34.4.113;,Windows 10 Enterprise,Intercept X Advanced,e017412,"Jun 23, 2023 2:33 PM",,On
Healthy,GJLT-0960,192.168.0.43;10.243.8.152;2001:8003:e476:7401:f02c:e398:d628:26f5;2001:8003:e476:7401:59f4:25e2:bd57:132c,Windows 10 Enterprise,Intercept X Advanced,e103332,"Jun 23, 2023 2:32 PM",,On
Healthy,GJLT-0997,10.36.4.105;10.36.5.177;,Windows 10 Enterprise,Intercept X Advanced,e102382,"Jun 23, 2023 2:32 PM",,On
Healthy,GJLT-1406,10.55.4.83;,Windows 10 Enterprise,Intercept X Advanced,e104039,"Jun 23, 2023 2:32 PM",,On
Healthy,GJPC-0084,10.64.5.142;,Windows 10 Enterprise,Intercept X Advanced,e102695,"Jun 23, 2023 2:32 PM",,On
Healthy,GJWS-0585,10.69.4.104;,Windows 10 Enterprise,Intercept X Advanced,e102890,"Jun 23, 2023 2:32 PM",,On
Healthy,GJWS-0706,10.59.4.181;,Windows 10 Enterprise,Intercept X Advanced,e007646,"Jun 23, 2023 2:32 PM",,On
Healthy,GJWS-1081,10.55.4.46;,Windows 10 Enterprise,Intercept X Advanced,e103814,"Jun 23, 2023 2:32 PM",,On
Healthy,GJWS-1127,10.20.4.102;,Windows 10 Enterprise,Intercept X Advanced,e020050,"Jun 23, 2023 2:32 PM",,On
Healthy,GJWS-1133,10.20.4.111;,Windows 10 Enterprise,Intercept X Advanced,e011634,"Jun 23, 2023 2:32 PM",,On
Healthy,GJWS-1553,172.24.36.65;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:32 PM",,On
Critical,GJDC01VPC003,192.168.39.167;fe80::40d2:98d9:4120:144d,Windows 10 Enterprise,Intercept X Advanced,ad-e101622,"Jun 23, 2023 2:31 PM",,On
Healthy,GJLT-0320,10.54.4.117;,Windows 10 Enterprise,Intercept X Advanced,e103610,"Jun 23, 2023 2:31 PM",,On
Healthy,GJLT-1605,10.67.5.179;,Windows 10 Enterprise,Intercept X Advanced,e100614,"Jun 23, 2023 2:31 PM",,On
Healthy,GJWS-0801,10.64.4.169;,Windows 10 Enterprise,Intercept X Advanced,e104307,"Jun 23, 2023 2:31 PM",,On
Healthy,GJWS-0900,10.42.4.109;,Windows 10 Enterprise,Intercept X Advanced,e104375,"Jun 23, 2023 2:31 PM",,On
Healthy,GJWS-0930,10.34.4.186;,Windows 10 Enterprise,Intercept X Advanced,e023363,"Jun 23, 2023 2:31 PM",,On
Healthy,GJWS-0954,10.33.4.118;,Windows 10 Enterprise,Intercept X Advanced,e103891,"Jun 23, 2023 2:31 PM",,On
Healthy,GJWS-1676,10.51.5.108;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:31 PM",,On
Healthy,GJWS-4040,10.58.2.102;,Windows 10 Enterprise,Intercept X Advanced,e103726,"Jun 23, 2023 2:31 PM",,On
Critical,GJWS-4044,10.33.4.115;,Windows 10 Enterprise,Intercept X Advanced,e009457,"Jun 23, 2023 2:31 PM",,On
Healthy,GJLT-1009,10.41.5.103;,Windows 10 Enterprise,Intercept X Advanced,e102917,"Jun 23, 2023 2:30 PM",,On
Healthy,GJLT-1598,10.54.4.124;10.54.5.187;,Windows 11 Enterprise,Intercept X Advanced,e103163,"Jun 23, 2023 2:30 PM",,On
Healthy,GJLT-1662,10.29.4.172;10.29.5.100;,Windows 10 Enterprise,Intercept X Advanced,e103959,"Jun 23, 2023 2:30 PM",,On
Healthy,GJPC-0203,10.65.4.177;,Windows 10 Enterprise,Intercept X Advanced,e018985,"Jun 23, 2023 2:30 PM",,On
Healthy,GJWS-0535,10.65.4.180;,Windows 10 Enterprise,Intercept X Advanced,e023647,"Jun 23, 2023 2:30 PM",,On
Healthy,GJWS-0727,10.33.37.38;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:30 PM",,On
Healthy,GJWS-1203,172.24.66.177;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:30 PM",,On
Healthy,GJWS-1634,10.35.4.175;,Windows 10 Enterprise,Intercept X Advanced,e002797,"Jun 23, 2023 2:30 PM",,On
Healthy,GJLT-0623,10.64.5.116;,Windows 10 Enterprise,Intercept X Advanced,e103770,"Jun 23, 2023 2:29 PM",,On
Healthy,GJLT-0874,10.43.5.106;192.168.137.1;,Windows 10 Enterprise,Intercept X Advanced,e103997,"Jun 23, 2023 2:29 PM",,On
Healthy,GJPC-0366,10.20.4.134;,Windows 10 Enterprise,Intercept X Advanced,e104249,"Jun 23, 2023 2:29 PM",,On
Healthy,GJWS-0488,10.55.4.77;,Windows 10 Enterprise,Intercept X Advanced,e022761,"Jun 23, 2023 2:29 PM",,On
Healthy,GJWS-0880,10.29.4.185;,Windows 10 Enterprise,Intercept X Advanced,e006407,"Jun 23, 2023 2:29 PM",,On
Healthy,GJWS-4018,10.55.4.127;,Windows 10 Enterprise,Intercept X Advanced,e022955,"Jun 23, 2023 2:29 PM",,On
Healthy,GJLT-0941,10.34.4.103;,Windows 10 Enterprise,Intercept X Advanced,e104305,"Jun 23, 2023 2:28 PM",,On
Healthy,GJLT-1078,10.48.4.178;,Windows 10 Enterprise,Intercept X Advanced,e102999,"Jun 23, 2023 2:28 PM",,On
Healthy,GJLT-1666,10.55.4.72;,Windows 10 Enterprise,Intercept X Advanced,e004884,"Jun 23, 2023 2:28 PM",,On
Healthy,GJPC-0075,10.55.4.188;,Windows 10 Enterprise,Intercept X Advanced,e023760,"Jun 23, 2023 2:28 PM",,On
Healthy,GJPC-0473,10.16.4.102;10.16.5.102;,Windows 10 Enterprise,Intercept X Advanced,e022641,"Jun 23, 2023 2:28 PM",,On
Healthy,GJWS-0339,10.55.4.64;,Windows 10 Enterprise,Intercept X Advanced,e100904,"Jun 23, 2023 2:28 PM",,On
Healthy,GJWS-1545,10.59.4.177;,Windows 10 Pro,Intercept X Advanced,e008176,"Jun 23, 2023 2:28 PM",,On
Healthy,GJWS-4015,10.55.4.70;,Windows 10 Enterprise,Intercept X Advanced,c900013,"Jun 23, 2023 2:28 PM",,On
Healthy,GJLT-0325,10.54.5.189;,Windows 10 Enterprise,Intercept X Advanced,e008974,"Jun 23, 2023 2:27 PM",,On
Healthy,GJLT-1161,10.49.5.120;,Windows 10 Enterprise,Intercept X Advanced,e101382,"Jun 23, 2023 2:27 PM",,On
Healthy,GJWS-0450,10.55.4.187;,Windows 10 Enterprise,Intercept X Advanced,e016929,"Jun 23, 2023 2:27 PM",,On
Healthy,GJWS-0557,10.51.4.173;,Windows 10 Enterprise,Intercept X Advanced,e103104,"Jun 23, 2023 2:27 PM",,On
Healthy,GJWS-1507,172.24.66.179;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:27 PM",,On
Healthy,GJWS-1552,172.24.56.178;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:27 PM",,On
Healthy,GJWS-4021,10.64.4.193;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:27 PM",,On
Healthy,GJLT-1172,10.20.4.147;,Windows 10 Enterprise,Intercept X Advanced,e008897,"Jun 23, 2023 2:26 PM",,On
Healthy,GJLT-1616,192.168.0.89;10.243.8.16;2001:8003:2c05:4200:a3d0:d54b:bd9:7537;2001:8003:2c05:4200:8966:65f9:1fcc:8527,Windows 10 Enterprise,Intercept X Advanced,e016425,"Jun 23, 2023 2:26 PM",,On
Healthy,GJLT-1623,10.48.5.100;,Windows 10 Enterprise,Intercept X Advanced,e018580,"Jun 23, 2023 2:26 PM",,On
Healthy,GJPC-0412,192.168.1.105;10.243.10.6;,Windows 11 Enterprise,Intercept X Advanced,e104035,"Jun 23, 2023 2:26 PM",,On
Healthy,GJWS-0760,10.47.4.101;,Windows 10 Enterprise,Intercept X Advanced,e023383,"Jun 23, 2023 2:26 PM",,On
Healthy,GJWS-0979,10.31.4.106;,Windows 10 Enterprise,Intercept X Advanced,e102683,"Jun 23, 2023 2:26 PM",,On
Healthy,GJWS-1181,10.35.4.176;,Windows 10 Enterprise,Intercept X Advanced,e103326,"Jun 23, 2023 2:26 PM",,On
Healthy,GJLT-0349,10.64.4.183;,Windows 10 Enterprise,Intercept X Advanced,e004659,"Jun 23, 2023 2:25 PM",,On
Healthy,GJLT-0996,10.36.4.103;10.36.5.102;,Windows 10 Enterprise,Intercept X Advanced,e009746,"Jun 23, 2023 2:25 PM",,On
Healthy,GJLT-1596,10.68.4.176;10.68.5.100;192.168.114.1;192.168.146.1;,Windows 10 Enterprise,Intercept X Advanced,e009789,"Jun 23, 2023 2:25 PM",,On
Healthy,GJLT-1651,10.54.5.103;,Windows 10 Enterprise,Intercept X Advanced,e103987,"Jun 23, 2023 2:25 PM",,On
Healthy,GJPC-0212,10.56.4.102;10.56.5.100;,Windows 10 Enterprise,Intercept X Advanced,e021536,"Jun 23, 2023 2:25 PM",,On
Healthy,GJPC-0427,172.20.10.3;10.243.10.12;,Windows 10 Enterprise,Intercept X Advanced,e023419,"Jun 23, 2023 2:25 PM",,On
Healthy,GJTA-1225,10.55.5.115;,Windows 10 Enterprise,Intercept X Advanced,e101978,"Jun 23, 2023 2:25 PM",,On
Healthy,GJWS-0413,10.55.4.81;,Windows 10 Enterprise,Intercept X Advanced,TeamsRoom,"Jun 23, 2023 2:25 PM",,On
Healthy,GJWS-1129,10.20.4.132;,Windows 10 Enterprise,Intercept X Advanced,e011753,"Jun 23, 2023 2:25 PM",,On
Healthy,GJWS-1546,10.56.4.186;,Windows 10 Enterprise,Intercept X Advanced,e103216,"Jun 23, 2023 2:25 PM",,On
Healthy,GJWS-1592,172.24.36.63;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:25 PM",,On
Healthy,gjws-4023,172.24.66.195;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:25 PM",,On
Healthy,GJWS-4050,10.65.4.183;,Windows 10 Enterprise,Intercept X Advanced,e100906,"Jun 23, 2023 2:25 PM",,On
Healthy,GJLT-0700,10.56.4.100;,Windows 10 Enterprise,Intercept X Advanced,e001557,"Jun 23, 2023 2:24 PM",,On
Healthy,GJLT-0890,10.44.4.100;,Windows 10 Enterprise,Intercept X Advanced,e021843,"Jun 23, 2023 2:24 PM",,On
Healthy,GJWS-1018,10.43.4.191;,Windows 10 Enterprise,Intercept X Advanced,e103296,"Jun 23, 2023 2:24 PM",,On
Healthy,GJWS-4035,10.33.4.113;,Windows 10 Enterprise,Intercept X Advanced,e101639,"Jun 23, 2023 2:24 PM",,On
Healthy,GJLT-0334,10.64.5.199;,Windows 10 Enterprise,Intercept X Advanced,e104244,"Jun 23, 2023 2:23 PM",,On
Healthy,GJLT-0418,10.54.4.176;,Windows 10 Enterprise,Intercept X Advanced,e022367,"Jun 23, 2023 2:23 PM",,On
Healthy,GJLT-0549,192.168.20.107;10.243.8.234;,Windows 10 Enterprise,Intercept X Advanced,andy,"Jun 23, 2023 2:23 PM",,On
Healthy,GJLT-1638,10.56.5.103;192.168.136.1;192.168.233.1;,Windows 10 Enterprise,Intercept X Advanced,e022722,"Jun 23, 2023 2:23 PM",,On
Healthy,GJLT-1689,10.54.4.155;10.54.5.191;,Windows 10 Enterprise,Intercept X Advanced,e005616,"Jun 23, 2023 2:23 PM",,On
Healthy,GJWS-0542,10.30.4.106;,Windows 10 Enterprise,Intercept X Advanced,e103827,"Jun 23, 2023 2:23 PM",,On
Healthy,GJWS-0602,10.55.4.74;,Windows 10 Enterprise,Intercept X Advanced,e023218,"Jun 23, 2023 2:23 PM",,On
Healthy,GJWS-1175,10.35.4.113;,Windows 10 Enterprise,Intercept X Advanced,e103339,"Jun 23, 2023 2:23 PM",,On
Healthy,GJWS-1673,10.51.5.109;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:23 PM",,On
Healthy,GJWS-4025,10.51.4.102;,Windows 10 Enterprise,Intercept X Advanced,e103676,"Jun 23, 2023 2:23 PM",,On
Healthy,GJWS-4045,10.33.4.116;,Windows 10 Enterprise,Intercept X Advanced,e009457,"Jun 23, 2023 2:23 PM",,On
Healthy,GJLT-0872,10.43.4.101;,Windows 10 Enterprise,Intercept X Advanced,e103581,"Jun 23, 2023 2:22 PM",,On
Healthy,GJLT-0926,10.18.4.178;,Windows 10 Enterprise,Intercept X Advanced,e103113,"Jun 23, 2023 2:22 PM",,On
Healthy,GJLT-1529,10.48.4.177;,Windows 10 Enterprise,Intercept X Advanced,e102750,"Jun 23, 2023 2:22 PM",,On
Healthy,GJPC-0382,10.20.5.100;,Windows 10 Enterprise,Intercept X Advanced,e102871,"Jun 23, 2023 2:22 PM",,On
Healthy,GJPC-0467,10.35.4.183;10.35.5.178;,Windows 10 Enterprise,Intercept X Advanced,e023950,"Jun 23, 2023 2:22 PM",,On
Healthy,GJWS-0546,10.51.4.176;,Windows 10 Enterprise,Intercept X Advanced,e001746,"Jun 23, 2023 2:22 PM",,On
Healthy,GJWS-0595,10.55.4.191;,Windows 10 Enterprise,Intercept X Advanced,e100038,"Jun 23, 2023 2:22 PM",,On
Healthy,GJWS-1003,10.41.4.108;,Windows 10 Enterprise,Intercept X Advanced,e100897,"Jun 23, 2023 2:21 PM",,On
Healthy,GJWS-1594,172.24.36.64;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:21 PM",,On
Healthy,GJLT-0572,192.168.1.7;10.243.8.15;,Windows 10 Enterprise,Intercept X Advanced,e021698,"Jun 23, 2023 2:20 PM",,On
Healthy,GJLT-1631,10.33.4.100;10.33.5.106;,Windows 10 Enterprise,Intercept X Advanced,e103894,"Jun 23, 2023 2:20 PM",,On
Healthy,GJPC-0131,10.54.4.127;,Windows 10 Enterprise,Intercept X Advanced,e021099,"Jun 23, 2023 2:20 PM",,On
Healthy,GJPC-0393,10.55.4.169;,Windows 10 Enterprise,Intercept X Advanced,e009175,"Jun 23, 2023 2:20 PM",,On
Healthy,GJPC-0414,192.168.1.167;10.243.10.244;,Windows 10 Enterprise,Intercept X Advanced,e103583,"Jun 23, 2023 2:20 PM",,On
Healthy,GJPC-0417,10.55.4.55;10.55.5.186;,Windows 11 Enterprise,Intercept X Advanced,e023696,"Jun 23, 2023 2:20 PM",,On
Healthy,GJWS-0448,10.56.4.109;,Windows 10 Enterprise,Intercept X Advanced,e004315,"Jun 23, 2023 2:20 PM",,On
Healthy,GJWS-0737,10.64.4.133;,Windows 10 Enterprise,Intercept X Advanced,e103515,"Jun 23, 2023 2:20 PM",,On
Healthy,GJWS-1067,10.33.37.22;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:20 PM",,On
Healthy,GJWS-1633,10.59.4.175;,Windows 10 Enterprise,Intercept X Advanced,e000588,"Jun 23, 2023 2:20 PM",,On
Healthy,GJWS-1669,10.51.5.102;,Windows 10 Enterprise,Intercept X Advanced,e017837,"Jun 23, 2023 2:20 PM",,On
Healthy,GJLT-0631,10.54.5.117;172.17.0.1;,Windows 10 Enterprise,Intercept X Advanced,e101962,"Jun 23, 2023 2:19 PM",,On
Healthy,GJLT-0637,10.16.5.104;,Windows 10 Enterprise,Intercept X Advanced,e006828,"Jun 23, 2023 2:19 PM",,On
Healthy,GJLT-0893,10.64.4.114;10.64.5.122;,Windows 10 Enterprise,Intercept X Advanced,e100158,"Jun 23, 2023 2:19 PM",,On
Healthy,GJLT-0992,10.36.4.181;10.36.5.104;,Windows 10 Enterprise,Intercept X Advanced,e103634,"Jun 23, 2023 2:19 PM",,On
Healthy,GJLT-1074,10.27.4.185;,Windows 10 Enterprise,Intercept X Advanced,e008946,"Jun 23, 2023 2:19 PM",,On
Healthy,GJPC-0201,10.69.4.180;,Windows 10 Enterprise,Intercept X Advanced,e002450,"Jun 23, 2023 2:19 PM",,On
Healthy,GJWS-0468,10.51.4.178;,Windows 10 Enterprise,Intercept X Advanced,e003932,"Jun 23, 2023 2:19 PM",,On
Healthy,GJLT-0466,10.64.4.129;10.64.5.115;,Windows 10 Enterprise,Intercept X Advanced,e009735,"Jun 23, 2023 2:18 PM",,On
Healthy,GJLT-1164,10.54.5.106;,Windows 10 Enterprise,Intercept X Advanced,e101698,"Jun 23, 2023 2:18 PM",,On
Healthy,GJLT-1581,10.29.4.184;,Windows 11 Enterprise,Intercept X Advanced,e018061,"Jun 23, 2023 2:18 PM",,On
Healthy,GJLT-2000,10.54.4.172;10.54.5.190;10.51.69.249;10.243.8.83;,Windows 11 Enterprise,Intercept X Advanced,e102472,"Jun 23, 2023 2:18 PM",,On
Healthy,GJWS-0415,10.33.37.13;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:18 PM",,On
Healthy,GJWS-0735,10.65.4.182;,Windows 10 Enterprise,Intercept X Advanced,e103281,"Jun 23, 2023 2:18 PM",,On
Healthy,GJWS-0895,10.42.4.180;172.20.10.5;,Windows 10 Enterprise,Intercept X Advanced,e024012,"Jun 23, 2023 2:18 PM",,On
Healthy,GJLT-0848,10.55.4.201;,Windows 10 Enterprise,Intercept X Advanced,e100039,"Jun 23, 2023 2:17 PM",,On
Healthy,GJLT-1211,10.46.4.100;,Windows 10 Enterprise,Intercept X Advanced,e017068,"Jun 23, 2023 2:17 PM",,On
Healthy,GJPC-0069,10.11.29.189;192.168.39.194;,Windows 10 Enterprise,Intercept X Advanced,ad-e103978,"Jun 23, 2023 2:17 PM",,On
Healthy,GJWS-0385,10.64.5.132;,Windows 10 Enterprise,Intercept X Advanced,e101591,"Jun 23, 2023 2:17 PM",,On
Healthy,GJWS-0482,172.24.66.183;,Windows 10 Enterprise,Intercept X Advanced,e007426,"Jun 23, 2023 2:17 PM",,On
Healthy,GJWS-0712,10.58.4.115;,Windows 10 Enterprise,Intercept X Advanced,e006964,"Jun 23, 2023 2:17 PM",,On
Healthy,GJWS-1080,10.55.4.190;,Windows 10 Enterprise,Intercept X Advanced,e103710,"Jun 23, 2023 2:17 PM",,On
Healthy,GJWS-1174,10.35.4.108;,Windows 10 Enterprise,Intercept X Advanced,e102483,"Jun 23, 2023 2:17 PM",,On
Healthy,GJWS-1568,10.33.37.15;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:17 PM",,On
Healthy,GJWS-4014,10.55.4.166;,Windows 10 Enterprise,Intercept X Advanced,e016566,"Jun 23, 2023 2:17 PM",,On
Healthy,GJLT-0340,10.25.4.101;,Windows 10 Enterprise,Intercept X Advanced,e019595,"Jun 23, 2023 2:16 PM",,On
Healthy,GJPC-0174,10.55.4.244;10.55.5.176;,Windows 10 Enterprise,Intercept X Advanced,e104144,"Jun 23, 2023 2:16 PM",,On
Healthy,GJWS-0386,10.54.4.135;,Windows 10 Enterprise,Intercept X Advanced,e101046,"Jun 23, 2023 2:16 PM",,On
Healthy,GJWS-0587,10.55.4.115;,Windows 10 Enterprise,Intercept X Advanced,e103434,"Jun 23, 2023 2:16 PM",,On
Healthy,GJWS-0823,10.30.4.181;,Windows 10 Enterprise,Intercept X Advanced,e020721,"Jun 23, 2023 2:16 PM",,On
Healthy,GJWS-1071,10.25.4.110;,Windows 10 Enterprise,Intercept X Advanced,e023134,"Jun 23, 2023 2:16 PM",,On
Healthy,GJWS-1124,10.20.4.146;,Windows 10 Enterprise,Intercept X Advanced,e103799,"Jun 23, 2023 2:16 PM",,On
Healthy,GJWS-1505,10.64.34.177;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:16 PM",,On
Healthy,GJWS-1567,10.33.37.24;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:16 PM",,On
Healthy,GJWS-1575,172.18.248.132;,Windows 10 Enterprise,Intercept X Advanced,Operator,"Jun 23, 2023 2:16 PM",,On
Healthy,GJWS-1632,10.20.4.124;,Windows 10 Enterprise,Intercept X Advanced,e104154,"Jun 23, 2023 2:16 PM",,On
Healthy,GJWS-0742,10.63.4.106;,Windows 10 Enterprise,Intercept X Advanced,e101639,"Jun 23, 2023 2:15 PM",,On
Healthy,GJWS-0899,10.42.4.102;,Windows 10 Enterprise,Intercept X Advanced,e103070,"Jun 23, 2023 2:15 PM",,On
Healthy,GJLT-0614,10.18.5.105;,Windows 10 Enterprise,Intercept X Advanced,e103389,"Jun 23, 2023 2:14 PM",,On
Healthy,GJLT-1025,10.43.4.116;,Windows 10 Enterprise,Intercept X Advanced,e017568,"Jun 23, 2023 2:14 PM",,On
Healthy,GJLT-1532,192.168.0.21;2001:8003:1637:5100:5582:a880:f1fb:3233;2001:8003:1637:5100:78b9:ddd4:958b:e1da;2001:8003:1637:5100:8448:9f0e:bad5:981d;2001:8003:1637:5100:cc4f:6208:5760:5304,Windows 10 Enterprise,Intercept X Advanced,e007851,"Jun 23, 2023 2:14 PM",,On
Healthy,GJLT-1660,10.43.4.100;10.43.5.100;,Windows 10 Enterprise,Intercept X Advanced,e103471,"Jun 23, 2023 2:14 PM",,On
Healthy,GJPC-0248,10.33.5.103;,Windows 10 Enterprise,Intercept X Advanced,e016423,"Jun 23, 2023 2:14 PM",,On
Healthy,GJWS-0445,10.27.4.183;,Windows 10 Enterprise,Intercept X Advanced,e021883,"Jun 23, 2023 2:14 PM",,On
Healthy,GJWS-0471,10.56.4.181;,Windows 10 Enterprise,Intercept X Advanced,e016473,"Jun 23, 2023 2:14 PM",,On
Healthy,GJWS-0732,10.68.4.102;,Windows 10 Enterprise,Intercept X Advanced,e001571,"Jun 23, 2023 2:14 PM",,On
Healthy,GJWS-0950,10.33.4.109;,Windows 10 Enterprise,Intercept X Advanced,e004794,"Jun 23, 2023 2:14 PM",,On
